object_type,Cultures/periods,count
peg,Abbasid dynasty,4
peg,Mesopotamian,4
endscraper,Middle Stone Age,4
bust,Etruscan,4
ewer,Northern Song dynasty,4
beaker,Ubaid,4
penannularbrooch,Livian,4
pendant,26th Dynasty,4
block,Roman Imperial,4
mask,Western Greek,4
mastos,Attic,4
mat,Late Christian Period,4
mat,New Kingdom,4
medal,Heisei Era,4
husking-tray,Hassuna,4
hydria,Campanian,4
icon,Late Byzantine,4
vase,Post-Medieval,4
vase,Safavid dynasty,4
beaker,Post-Medieval,4
beaker,Roman Imperial,4
illustratedbook,Hoei Era,4
illustratedbook,Keio Era,4
loom-weight,Bronze Age,4
loom-weight,Late Bronze Age,4
loom-weight,Mesopotamian,4
lyre,Early Anglo-Saxon,4
mace,Early Dynastic III,4
mace,Third Dynasty of Ur,4
macehead,Neo-Assyrian,4
bowl,Persian Period,4
bowl,Post-Classic,4
button,Post-Medieval,4
ear-ring,Late Roman,4
pelike,Attic,4
pen,Romano-British,4
pen-box,Islamic,4
illustratedbook,Manji Era,4
spear,Mesopotamian,4
bolsal,Attic,4
lid,New Kingdom,4
linch-pin,Romano-British,4
statue,4th Dynasty,4
drawing,Koka Era,4
pendant,Early Islamic,4
pendant,Graeco-Roman,4
beaker,Old Babylonian,4
pendant,Neolithic/Bronze Age,4
drawing,Showa Era,4
ear-plug,New Kingdom,4
bowl,Prehistoric,4
illustratedbook,Enpo Era,4
illustratedbook,Genji Era,4
sample,Medieval,4
beaker,Middle Assyrian,4
pendant,Old Babylonian,4
pendant,Post-Christian,4
pendant,Ptolemaic,4
pendant,Shang dynasty,4
perfume-holder,Qing dynasty,4
door-sill,Neo-Assyrian,4
vessel,Muromachi Period,4
vessel,Ninevite 5 Painted,4
amphora,New Kingdom,4
artefact,Middle Stone Age,4
stand-fitting,Etruscan,4
bowl,Post-Meroitic,4
bowl,North Ionian,4
bowl,Old Babylonian,4
dish,Graeco-Roman,4
dish,Halaf,4
dish,Ilkhanid dynasty,4
dish,Indus Valley Civilisation,4
dish,Joseon Dynasty,4
sample,Roman,4
sample,Taino,4
bangle,Roman Period,4
sandal,Roman Period,4
sarcophagus,19th Dynasty,4
sarcophagus,30th Dynasty,4
piece-mould,Maya,4
cameo,Roman,4
dish,Old Kingdom,4
textile,Lambayeque,4
sample,Maya,4
pilgrimflask,Roman Period,4
pillow,Northern Song dynasty,4
beaker,Achaemenid,4
little-mastercup,Attic,4
lock,Post-Christian,4
bodkin,Early Anglo-Saxon,4
strap-end,Finno-Ugrian,4
strap-end,Medieval,4
strap-end,Roman,4
strap-end,Romano-British,4
strap-end,Viking,4
artefact,Finno-Ugrian,4
illustratedbook,Ming dynasty,4
vase,Late Bronze Age,4
vase,Naqada,4
amphora,Greek,4
discoidalknife,Late Neolithic/Early Bronze Age,4
dish,26th Dynasty,4
dish,Ayyubid dynasty,4
dish,Christian Period,4
vase,Nasca,4
animalmummy,New Kingdom,4
animalmummy,Roman,4
vase,Neo-Assyrian,4
vase,Early Dynastic III,4
vase,Halaf,4
sealing,Late Sasanian,4
sealing,Mesopotamian,4
sealing,Sasanian,4
aryballos,Late Period,4
dish,First Intermediate,4
piercer,Palaeolithic,4
pinax,Etruscan,4
bead,X-Group Culture,4
lid,Early Christian Period,4
vase,Hellenistic,4
incense-burner,Etruscan,4
incense-burner,Islamic,4
incense-burner,Jin dynasty,4
incense-burner,Roman,4
lekythos,Greek,4
book-cover,Edo Period,4
toolimplement,Ottoman dynasty,4
toolimplement,Post-Christian,4
toolimplement,Wilton,4
textile,26th Dynasty,4
textile,Christian,4
textile,Classic Christian Period,4
canopicjar,Third Intermediate,4
disc,Classic Maya,4
textile,Graeco-Roman,4
textile,Huari,4
textile,Ica,4
textile,Islamic,4
plait,Early Christian Period,4
plaque,20th Dynasty,4
bead,Sasanian,4
bead,Third Intermediate,4
disc,Late Roman,4
disc,Medieval,4
disc,Neo-Assyrian,4
disc,Roman,4
pin,Hellenistic,4
pinax,Attic,4
plaque,Middle Kingdom,4
banknote,Ming dynasty,4
seal-impression,Late Period,4
ingot,Qing dynasty,4
inlay,1st Dynasty,4
inlay,20th Dynasty,4
inlay,Abbasid dynasty,4
inlay,Christian,4
smoking-pipe,Middle Woodland Period,4
snuff-bottle,Republic,4
axe,Western Zhou dynasty,4
axe,Zhou dynasty,4
spade,Romano-British,4
spear,Eastern Zhou dynasty,4
ding,Qing dynasty,4
dinos,North Ionian,4
vessel,Second Intermediate,4
spear,Islamic,4
bowl,Liao dynasty,4
lamp-mould,Early Byzantine,4
lamp-mould,Late Roman,4
book-label,Edo Period,4
lantern,Ptolemaic,4
lateralburin,Upper Palaeolithic,4
lekanis,Western Greek,4
vessel,Slav,4
debitage,Mesopotamian,4
dedicatorycone,Isin-Larsa,4
denticulate,Palaeolithic,4
plaque,Colonial,4
bead,Pan Grave,4
plaque,Middle Assyrian,4
aryballos,Corinthian,4
stela,13th Dynasty,4
cylinderseal,Middle Kingdom,4
sword,Middle Bronze Age,4
sword,Roman,4
arrow-head,Prehistoric,4
arrow-head,Romano-British,4
plaque,Ottoman dynasty,4
plaque,Roman,4
carinatedburin,Upper Palaeolithic,4
carinatedscraper,Upper Palaeolithic,4
dagger,Late Bronze Age,4
dagger,Qajar dynasty,4
daitsukichoukeiko,Late Kofun,4
capital,Late Medieval,4
debitage,Magdalenian,4
statuette,Mesopotamian,4
lekythos,Classical Greek,4
situla,East Greek,4
skyphos,Hellenistic,4
transportamphora,East Greek,4
transportamphora,Roman Period,4
lamp,Classical Greek,4
lamp,Iron Age,4
borer,Late Neolithic,4
lamp,Seleucid Era,4
bead,Middle Bronze Age,4
plate,Classic Maya,4
teapot,Meiji Era,4
terminal,Iron Age,4
statuette,Post-Medieval,4
aryballos,Archaic Greek,4
skyphos,Roman,4
axe-hammer,Neolithic,4
smoking-pipe,Hopewell,4
jar,Ancient South Arabian,4
bowl,Late Bronze Age IIa,4
jar,Badarian,4
kudurru,Middle Babylonian,4
kylix,Archaic Greek,4
point,Upper Palaeolithic,4
cylinderseal,Babylonian,4
cylinderseal,Cappadocian,4
cylinderseal,Elamite,4
cart,Early Historic,4
cart,Indus Valley Civilisation,4
cylinderseal,Mesopotamian,4
cylinderseal,Middle Bronze Age,4
vessel-fitting,Early Anglo-Saxon,4
vessel-fitting,Etruscan,4
vessel-fitting,Iron Age,4
tankard,Ming dynasty,4
tazza,Romano-British,4
tea-bowl,Heisei Era,4
tea-bowl,Song dynasty,4
vessel-stamp,Islamic,4
volutekrater,Attic,4
currency-bar,Iron Age,4
cylinder,Old Babylonian,4
arrow-head,Archaic Period,4
plate,Coptic,4
plate,Inca,4
plate,Ptolemaic,4
point,Early Stone Age,4
cup,Late Bronze Age,4
cup,Late Helladic IIB,4
cup,Meiji Era,4
cup,Middle Helladic,4
kylix,Late Helladic IIIA2,4
boss,Iron Age,4
toy,Heisei Era,4
jar,Early Iron Age,4
animalremains,Iron Age/Romano-British,4
kohl-jar,12th Dynasty,4
kohl-jar,Middle Kingdom,4
kohl-pot,New Kingdom,4
cup,Neo-Assyrian,4
cup,Old Babylonian,4
cup,Ottoman dynasty,4
cup,Roman Imperial,4
krater,Late Bronze Age,4
animalremains,Late Bronze Age,4
animalremains,Late Neolithic/Early Bronze Age,4
animalremains,Late Period,4
jar,East Greek,4
jar,Etruscan,4
bowl,Inca,4
bowl,Joseon Dynasty,4
jar,Fatimid dynasty,4
sample,Late Anglo-Saxon,4
portableart,Magdalenian,4
posset-pot,Post-Medieval,4
cup,Early Bronze Age,4
cup,Early Bronze Age IV,4
cup,Early Dynastic III,4
cup,Islamic,4
bead,Early Dynastic,4
bead,Archaic Greek,4
bead,Badarian,4
print,Peoples Republic of China,4
bead,19th Dynasty,4
stela,Meroitic,4
cross-bowbrooch,Romano-British,4
crosspendant,Middle Byzantine,4
pot,Anglo-Saxon,4
pot,Chiriqu鑴欓,4
bead,Classic Christian Period,4
bar,Middle Bronze Age,4
sample,Christian,4
sample,Christian Period,4
kohl-stick,New Kingdom,4
bossedpenannularbrooch,Viking,4
album,Qajar dynasty,4
counter,Ottoman dynasty,4
jar,First Intermediate,4
jar,Germanic,4
jar,Iron Age II,4
jar,Jemdet Nasr,4
jar,Jomon Period,4
jar,Late Helladic IIIA,4
sealstone,Late Helladic IIIA2,4
sealstone,Roman,4
bag,Chancay,4
bag,Late Christian Period,4
seax,Late Anglo-Saxon,4
crescent,Middle Stone Age,4
crescent,Neolithic,4
cross,Middle Byzantine,4
tangedarrow-head,Palaeolithic,4
arrow-head,Kofun Period,4
bottle,Heisei Era,4
shoe,Romano-British,4
shroud,Roman Period,4
sidescraper,Neolithic,4
knappingfragment,Mesolithic,4
knappingfragment,Upper Palaeolithic,4
knife,2nd Dynasty,4
knife,Germanic,4
cosmetic-vessel,Mesopotamian,4
cauldron,Iron Age,4
celt,Adena,4
counter,Medieval,4
votiveoffering,18th Dynasty,4
votiveplaque,Buddhist,4
s-brooch,Early Anglo-Saxon,4
punch-bowl,Qing dynasty,4
purse-mount,Early Anglo-Saxon,4
cord,Christian,4
cord,Ottoman dynasty,4
core,Bronze Age,4
core,Epi-palaeolithic,4
core,Indus Valley Civilisation,4
core,Late Stone Age,4
corerejuvenationflake,Neolithic,4
coretablet,Upper Palaeolithic,4
celt,Hopewell,4
cornice,Etruscan,4
cosmetic-palette,Predynastic,4
tachi,Muromachi Period,4
tangedarrow-head,Late Neolithic/Early Bronze Age,4
cooking-pot,Roman Imperial,4
barbed-and-tangedarrow-head,Neolithic/Bronze Age,4
base,18th Dynasty,4
rubbing,Tang dynasty,4
bottle,Jin dynasty,4
knife,Medieval,4
bottle,Early Byzantine,4
bottle,Eastern Mediterranean,4
jar,Mamluk dynasty,4
bowl,Early Sasanian,4
bowl,Etruscan,4
urn,Early Bronze Age,4
urn,Song dynasty,4
animalremains,Mesolithic,4
animalremains,New Kingdom,4
vase,19th Dynasty,4
bottle,Meiji Era,4
backedbladelet,Epi-palaeolithic,4
shoe,Qing dynasty,4
vase,2nd Dynasty,4
jar,Middle Minoan II,4
bowl,Early Bronze Age II,4
bowl,Early Bronze Age III,4
bowl,Early Bronze Age IV,4
bowl,Early Cypriot,4
bowl,Early Dynastic III,4
bowl,Chimu,4
tripod-bowl,Classic Maya,4
antefix,Roman,4
alabastron,Phoenician,4
cooking-pot,Islamic,4
cooking-pot,Late Islamic,4
stud,Bronze Age,4
tweezers,Late Bronze Age,4
juglet,Early Cypriot III,4
bottle,Qajar dynasty,4
unguentarium,Roman Imperial,4
stela,Roman Imperial,4
stela,Second Intermediate,4
artefact,Neo-Assyrian,4
comb,Romano-British,4
combbeater,Roman Period,4
wall-painting,Abbasid dynasty,4
pyxis,Late Helladic IIIC,4
pyxis,Mesopotamian,4
pyxis,Middle Geometric II,4
qumqum,Islamic,4
key,Roman,4
jar,Six Dynasties,4
bowl,26th Dynasty,4
bowl,Ancient South Arabian,4
jar-sealing,18th Dynasty,4
shabti-coffin,18th Dynasty,4
shank,Bronze Age,4
jug,Parthian,4
jug,Ptolemaic,4
comb,Germanic,4
artefact,Predynastic,4
rattle,Old Babylonian,4
razor,18th Dynasty,4
basket,Christian,4
basket,Late Christian Period,4
artefact,Prehistoric,4
artefact,Ptolemaic,4
chalice,Late Medieval,4
wedge,Neolithic,4
weight,18th Dynasty,4
weight,Abbasid dynasty,4
weight,Graeco-Roman,4
alabastron,Greek,4
alabastron,Late Helladic IIB,4
weight,Ottoman dynasty,4
coin,Shunzhi,4
coin,Three Kingdoms,4
coin,Western Xia dynasty,4
relief,Roman Period,4
basin,Qing dynasty,4
basket,18th Dynasty,4
collar,Late Bronze Age,4
unifaciallyworkedpiece,Lower Palaeolithic,4
coin,Keio Era,4
retouchedblade,Prehistoric,4
basin,Ming dynasty,4
sword-sheath,Viking,4
jug,Roman Imperial,4
jar-sealing,2nd Dynasty,4
jewellery-fitting,Graeco-Roman,4
jewellery-fitting,New Kingdom,4
jue,Ming dynasty,4
truncatedblade,Epi-palaeolithic,4
jug,Hallstatt,4
jug,Ilkhanid dynasty,4
jug,Late Helladic IIIB,4
tablet,Akkadian,4
arrow-head,Predynastic,4
coin,Norman,4
whetstone,Medieval,4
wrist-guard,Neolithic/Bronze Age,4
whistle,Classic Maya,4
whistle,Chiriqu鑴欓,4
cheek-piece,Late Bronze Age,4
chariot-fitting,Shang dynasty,4
charm,Islamic,4
charm,Mesopotamian,4
coin,Hellenistic,4
stirrup,Islamic,4
ring,Early Bronze Age,4
base,Roman,4
ringbrooch,Late Medieval,4
jug,Middle Cypriot I,4
jug,Middle Minoan III,4
shabti,27th Dynasty,4
coin,Bunkyu Era,4
coin,Burgundian,4
base,Mesopotamian,4
rod,Islamic,4
rod,Neolithic/Bronze Age,4
writing-tablet,Ptolemaic,4
writing-tablet,Roman Period,4
chisel,Middle Bronze Age,4
zoomorphicbrooch,Romano-British,4
coin,Filali Sharifs,4
coin,Gallo-Visigothic,4
weight,Viking,4
whetstone,Bronze Age,4
whetstone,Early Anglo-Saxon,4
alabastron,Classical Greek,4
alabastron,Cypro-Archaic,4
loom-weight,Ptolemaic,3
blade,Bakun,3
corerejuvenationflake,Late Neolithic/Early Bronze Age,3
ewer,Abbasid dynasty,3
dirk,Iron Age,3
necklace,Western Greek,3
jar,Early Medieval,3
dish,Parthian,3
corn-grinder,Mesopotamian,3
head-rest,First Intermediate,3
equal-armbrooch,Romano-British,3
diptychprint,Kyowa Era,3
figurine,Early Christian Period,3
bird-feeder,Ming dynasty,3
illustratedbook,Kanbun Era,3
lid,Late Sasanian,3
chisel,Iron Age,3
disc,Christian,3
fitting,Islamic,3
blade,Classic Maya,3
lid,Goryeo Dynasty,3
ewer,Early Islamic,3
ewer,Early Byzantine,3
drinking-jug,Medieval,3
disc,Bronze Age,3
glassrod,Graeco-Roman,3
bowl,Late Babylonian,3
bowl,Late Anglo-Saxon,3
bust,Archaic Greek,3
mount,Post-Medieval,3
bladeletcore,Neolithic,3
cosmetic-applicator,Sasanian,3
cosmetic-applicator,New Kingdom,3
ewer,Seljuq dynasty,3
illustratedbook,Jokyo Era,3
chisel,Old Kingdom,3
figurine,Late Bronze Age II,3
chisel,New Kingdom,3
ewer,Qajar dynasty,3
chisel,Middle Neolithic,3
kohl-bottle,Achaemenid,3
figurine,Late Bronze Age I,3
brick,Romano-British,3
dress,Islamic,3
canopicjar,Ptolemaic,3
mizusashi,Meiji Era,3
curvedbackedbladelet,Mesolithic,3
chisel,Jomon Period,3
figurine,Kaftari,3
lid,Late Christian Period,3
kodogu,Late Kofun,3
brick,New Kingdom,3
canopicjar,Ancient Egypt,3
figurine,Islamic,3
chopper,Lower Palaeolithic,3
dish,Middle Byzantine,3
chopper,Jomon Period,3
kantharos,Western Greek,3
chopper,Early Stone Age,3
jar,Five Dynasties,3
cart-fitting,Iron Age,3
bowl,Republic,3
mount,Germanic,3
bow,11th Dynasty,3
manuscript,Timurid dynasty,3
cylinderseal,3rd Dynasty,3
kodogu,Edo Period,3
cosmetic-brush,Early Anglo-Saxon,3
mirror,Yuan dynasty,3
chuck,Iron Age/Romano-British,3
knob,Ottoman dynasty,3
mosaicfloor,Romano-British,3
disc,Iron Age/Romano-British,3
endscraper,Eburran,3
ewer,Yuan dynasty,3
bowl,Iron Age I,3
dish,Levantine,3
mould,Roman Period,3
manuscript,Safavid dynasty,3
bowl,Ica,3
necklace,Late Christian Period,3
dish,Late Roman,3
meiping,Meiji Era,3
medal,Qing dynasty,3
manuscript,Ottoman dynasty,3
jug,Proto-Etruscan,3
brush-washer,Northern Song dynasty,3
block,Coptic,3
cosmetic-palette,Naqada I,3
jar,Early Uruk,3
hair-pin,Late Christian Period,3
cosmetic-palette,Late Predynastic,3
book,Heisei Era,3
cylinderseal,Iron Age,3
cosmetic-palette,Badarian,3
cylinderseal,Hittite,3
jar,Kanbun Era,3
flag,Mahdiya,3
dish,Late Medieval,3
brush-shaper,Qing dynasty,3
cistern,Post-Medieval,3
horsebridle-bit,Kofun Period,3
loom-weight,Middle Minoan,3
cista,Etruscan,3
jar,Kaftari,3
hair-ring,Early Dynastic III,3
multiplevase,Late Helladic IIIC,3
cylinderseal,Bronze Age,3
nail,Medieval,3
figurine,Old Babylonian,3
drawing,Tenpo Era,3
figurine,Neolithic,3
bracelet,Iron Age II,3
flybrooch,Romano-British,3
jar,Iron Age/Romano-British,3
clamp,Iron Age,3
clamp,Early Anglo-Saxon,3
figurine,Muisca,3
jar,Iron Age I,3
fork,Roman Period,3
jar,Hassuna,3
jug,Phoenician,3
figurine,Mixteca-Puebla,3
jar,Greek,3
hammer,Late Bronze Age,3
chisel,26th Dynasty,3
chisel,18th Dynasty,3
modelbuildingstructure,Qing dynasty,3
blade,Late Neolithic,3
jinbaori,Edo Period,3
drawing,Tang dynasty,3
gorget,Adena,3
cleaver,Early Stone Age,3
hammer,Early Bronze Age,3
block,Classical Greek,3
fan,Heisei Era,3
head-rest,Old Kingdom,3
jar,Late Christian Period,3
musicalinstrument,Early Historic,3
cosmetic-vessel,Early Dynastic III,3
cylinderseal,Late Bronze Age,3
bowl,Middle Byzantine,3
cosmetic-toolimplement,Merovingian,3
clapper,New Kingdom,3
bracelet,Late Bronze Age,3
mount,Middle Anglo-Saxon,3
halberd,Bronze Age,3
mount,Finno-Ugrian,3
mount,Carolingian,3
incense-holder,Qing dynasty,3
coat,Islamic,3
figurine,Ubaid,3
kantharos,Hellenistic,3
fan-print,Bunsei Era,3
knob,New Kingdom,3
hammerstone,Iron Age,3
incense-holder,Ming dynasty,3
figurine,Tang dynasty,3
forgery,Roman Provincial,3
calligraphy,Republic,3
disc,Late Neolithic,3
figurine,Taino,3
bowl,Highland/Atlantic Watershed Period VI,3
endscraper,Magdalenian,3
button,Late Bronze Age,3
kohl-container,Post-Christian,3
hammer,Middle Bronze Age,3
furniture,Romano-British,3
fan,Republic,3
calligraphy,Islamic,3
mortar,Ptolemaic,3
block,Iron Age,3
ink-well,Ptolemaic,3
codex,Mixtec,3
couch,Roman,3
codex,Colonial,3
endscraperonblade,Upper Palaeolithic,3
necklace,Islamic,3
forceps,Roman,3
chess-piece,Late Medieval,3
mallet,New Kingdom,3
costrel,Post-Medieval,3
figurine,Pre-Columbian,3
measuring-rod,New Kingdom,3
bowl,Post-Christian,3
coffin,6th Dynasty,3
hearthlining,Bronze Age,3
kohl-stick,Islamic,3
coffin,20th Dynasty,3
jar,Late Helladic IIIB,3
coffin,17th Dynasty,3
fangyi,Shang dynasty,3
coffin,Romano-British,3
cylinderseal,Middle Bronze Age II,3
foundation-deposit,19th Dynasty,3
key,Viking,3
jug,Second Intermediate,3
flake,Late Bronze Age,3
coffin,Late Kofun,3
fan-print,Tenpo Era,3
knife,Late Anglo-Saxon,3
flake,Islamic,3
bowl,Late Helladic IIIB2,3
helmet,Germanic,3
ferrule,Late Bronze Age,3
bowl,Ghaznavid dynasty,3
ferrule,Iron Age,3
helmet,Etruscan,3
disc,Post-Medieval,3
bracelet,Early Bronze Age,3
coin,Achaemenid,3
bracelet,Early Anglo-Saxon,3
fossil,Prehistoric,3
nail,Merovingian,3
neck-ring,Latgalian,3
mummy-wrapping,New Kingdom,3
figurine,Zapotec,3
lotusbowl,East Greek,3
mask,Classic Maya,3
bowl,19th Dynasty,3
brick,Han dynasty,3
cymbal,Roman Period,3
coffin,Third Intermediate,3
handaxe,Neolithic,3
handaxe,Middle Stone Age,3
handaxe,Fauresmith,3
coin,Aksumite,3
fibula,Boeotian,3
bowl,First Intermediate,3
key,Post-Medieval,3
lancet,Late Bronze Age,3
cheek-piece,Western Zhou dynasty,3
model,2nd Dynasty,3
counterpoise,Late Roman,3
ferrule,Romano-British,3
cheek-piece,Kofun Period,3
game-piece,Third Intermediate,3
disc,New Kingdom,3
cheek-piece,Bronze Age,3
ligula,Roman,3
coin,Daguan,3
borer,Mesolithic,3
blade,Middle Stone Age,3
financialinstrument,Republic,3
lamp,Achaemenid,3
fossil,Iron Age,3
counter,Mesopotamian,3
coin,Byzantine,3
dish,Samanid dynasty,3
hammerstone,Prehistoric,3
cover-plate,Graeco-Roman,3
hammerstone,Palaeolithic,3
bowl,Mesolithic,3
hammerstone,Middle Palaeolithic,3
coin,Ansei Era,3
model,26th Dynasty,3
chariot-fitting,Western Zhou dynasty,3
box,Joseon Dynasty,3
coin,Greco-Bactrian,3
canopicchest,12th Dynasty,3
fibula,Neo-Assyrian,3
illustratedbook,Kanpo Era,3
jar,Middle Cypriot,3
dish,Republic,3
helmet,Western Greek,3
coin,Five Dynasties,3
bowl,Median,3
fibula,Italic,3
coin,Eastern British Iron Age,3
handle,Bronze Age,3
candlestick,Romano-British,3
bowl,X-Group Culture,3
brush-holder,Qing dynasty,3
fibula,Greek,3
bladecore,Epi-palaeolithic,3
jar,11th Dynasty,3
lagynos,Hellenistic,3
jar,Middle Bronze Age,3
handle,18th Dynasty,3
coin,Guangxu,3
jug,Cypro-Archaic II,3
bowl,Western Greek,3
mirror,Classical Greek,3
jug,Cypro-Archaic I,3
jar,Middle Assyrian,3
necklace,Badarian,3
finger-ring,Archaic Greek,3
dish,Predynastic,3
lamp-mould,Roman,3
handaxe,Prehistoric,3
jug,Attic,3
jar,Levantine,3
cowroid,Hyksos,3
jug,Archaic Greek,3
lid,Yuan dynasty,3
bowl,Mogollon,3
endscraper,Late Neolithic,3
incantationbowl,Late Sasanian,3
goblet,Sasanian,3
jar,Mitannian,3
flake,Late Neolithic/Early Bronze Age,3
ear-ring,Phoenician,3
money-box,Medieval,3
disc,Shang dynasty,3
discbrooch,Roman,3
mould,Jin dynasty,3
furniture-fitting,Mesopotamian,3
figure,20th Dynasty,3
necklace,Germanic,3
humanmummy,Graeco-Roman,3
furniture-fitting,Late Roman,3
jar,Middle Minoan I,3
brick,Assyrian,3
lamp-hook,Romano-British,3
bowl,Late Helladic IIIA2,3
bottle,Roman Imperial,3
bowl,Edomite,3
mano,Maya,3
bowl,Eastern Zhou dynasty,3
disc-on-bowbrooch,Germanic,3
knife,Middle Anglo-Saxon,3
dish,Yongzheng,3
bowl,Early Uruk,3
bottle,Early Anglo-Saxon,3
coin,Liu Song dynasty,3
humanmummy,25th Dynasty,3
coin,Levantine,3
juglet,18th Dynasty,3
lid,Tang dynasty,3
figure,Boeotian,3
buttonseal,Old Kingdom,3
dagger,Ottoman dynasty,3
cross,Christian,3
necklace,Third Intermediate,3
coin,Kidarite,3
cricket-cage,Qing dynasty,3
mould,Iron Age,3
finger-ring,Germanic,3
ladle,Neo-Assyrian,3
handle,Mesopotamian,3
lid,Christian Period,3
buttonseal,First Intermediate,3
figure,Ancient South Arabian,3
key,Ottoman dynasty,3
figure,5th Dynasty,3
jar,Naqada II,3
coin,Mughal dynasty,3
dagger,Middle Kingdom,3
catalogue,Showa Era,3
dagger,Middle Cypriot,3
komochitsubo,Late Kofun,3
foundation-deposit,26th Dynasty,3
crozier,Celtic,3
dagger,Mesopotamian,3
block,Middle Elamite,3
bogbody,Iron Age,3
book-cover,Late Medieval,3
medallion,Post-Medieval,3
bowl,Namazga II,3
lamp-holder,Roman,3
buttonseal,6th Dynasty,3
jug,Timurid dynasty,3
bowl,Early Cypriot III,3
neck-ring,Early Anglo-Saxon,3
buttonbrooch,Anglo-Saxon,3
jug,Early Bronze Age II,3
cross-bow,Eastern Zhou dynasty,3
drill-core,Late Period,3
humanremains,Neo-Assyrian,3
coin,Seljuq dynasty,3
grinding-stone,Post-Christian,3
finger-ring,Late Byzantine,3
kohl-tube,18th Dynasty,3
lid,Christian,3
necklace,5th Dynasty,3
finger-ring,Late Babylonian,3
coin,Qingyuan,3
coin,Qin dynasty,3
discoidalscraper,Neolithic,3
lamp,Ayyubid dynasty,3
groundstonetool,Neolithic/Bronze Age,3
flask,Coptic,3
lekythos,Archaic Greek,3
button,Bronze Age,3
flask,Mesopotamian,3
figure,Cypro-Classical,3
lintel,18th Dynasty,3
flask,Merovingian,3
discoidalscraper,Bronze Age,3
intaglio,Etruscan,3
finger-ring,Graeco-Italian,3
finger-ring,Medieval,3
flask,Mamluk dynasty,3
mummy-case,New Kingdom,3
lekanis,East Greek,3
hinge,Medieval,3
mace,Qajar dynasty,3
buckle-fitting,Early Anglo-Saxon,3
bowl,Middle Bronze Age II,3
capital,Roman Period,3
lamp,Early Medieval,3
coin,Viking,3
cruciformbrooch,Germanic,3
link,Iron Age,3
figure,Eskimo,3
jug,Edo Period,3
jug,East Greek,3
magicbowl,Islamic,3
ear-ring,Coptic,3
lamp,Early Dynastic III,3
bowl,Chalcolithic,3
capital,Neo-Assyrian,3
necklace,Ottoman dynasty,3
jar,Northern Song dynasty,3
monumentalbrass,Late Medieval,3
bowl,Late Bronze Age II,3
jar,Ninevite 5 Painted,3
briquetage,Bronze Age,3
ear-ring,Avar,3
jar,Neolithic/Bronze Age,3
candlestick,Ottoman dynasty,3
coin,Yuan dynasty,3
grinding-stone,Late Christian Period,3
krater,Classical Greek,3
nail,Abbasid dynasty,3
game-board,New Kingdom,3
brazier,Han dynasty,3
game-board,Neo-Assyrian,3
box,Roman Period,3
finger-ring,Qajar dynasty,3
coin,Wanli,3
finger-ring,Ptolemaic,3
humanskeletalremains,Late Bronze Age,3
debitage,Upper Palaeolithic,3
laurelleafpoint,Neolithic,3
finger-ring,Parthian,3
inlay,Assyrian,3
mirror,Ottoman dynasty,3
cast,Middle Bronze Age,3
humanskeletalremains,Early Dynastic III,3
mosaic,Islamic,3
mummy-case,Late Period,3
lamp,Classic Christian Period,3
mace,Old Babylonian,3
humanskeletalremains,Early Anglo-Saxon,3
figure,Indus Valley Civilisation,3
model,East Greek,3
doll,Western Greek,3
dish,Ancient Egypt,3
